Specimen choice input : Material,Steel,,,,
Specimen properties : Geometry,Rectangular,,,,
Width,13.03,mm,,,
Thickness,3.57,mm,,,
,,,,,
Time,Extension,Load,,,
(s),(mm),(N),,Stress,Strain
194.6,-1.06229,2446.82,,162838.3033,-0.0088173
194.7,-1.06195,2448.03,,162918.83,-0.008814478
194.8,-1.06152,2449.33,,163005.3463,-0.008810909
194.9,-1.06118,2450.61,,163090.5316,-0.008808086
195,-1.06067,2451.83,,163171.7238,-0.008803853
195.1,-1.06033,2453.09,,163255.578,-0.008801031
195.2,-1.0599,2454.4,,163342.7598,-0.008797462
195.3,-1.05947,2455.58,,163421.29,-0.008793893
195.4,-1.05913,2456.95,,163512.4649,-0.008791071
195.5,-1.05871,2458.14,,163591.6606,-0.008787585
195.6,-1.05828,2459.38,,163674.1838,-0.008784016
195.7,-1.05794,2460.68,,163760.7001,-0.008781194
195.8,-1.05742,2461.89,,163841.2268,-0.008776877
195.9,-1.05708,2463.14,,163924.4155,-0.008774055
196,-1.05674,2464.3,,164001.6147,-0.008771233
196.1,-1.05623,2465.52,,164082.8069,-0.008767
196.2,-1.05589,2466.91,,164175.3128,-0.008764178
196.3,-1.05546,2468.09,,164253.8429,-0.008760609
196.4,-1.05503,2469.36,,164338.3627,-0.00875704
196.5,-1.05469,2470.65,,164424.2135,-0.008754218
196.6,-1.05427,2471.79,,164500.0816,-0.008750732
196.7,-1.05384,2473.15,,164590.591,-0.008747162
196.8,-1.05341,2474.4,,164673.7797,-0.008743593
196.9,-1.05307,2475.64,,164756.3029,-0.008740771
197,-1.05264,2476.93,,164842.1537,-0.008737202
197.1,-1.05222,2478.09,,164919.3529,-0.008733716
197.2,-1.05179,2479.45,,165009.8622,-0.008730147
197.3,-1.05136,2480.73,,165095.0475,-0.008726578
197.4,-1.05094,2481.85,,165169.5846,-0.008723092
197.5,-1.05059,2483.22,,165260.7595,-0.008720187
197.6,-1.05017,2484.51,,165346.6103,-0.0087167
197.7,-1.04983,2485.66,,165423.1439,-0.008713878
197.8,-1.0494,2486.99,,165511.6567,-0.008710309
197.9,-1.04897,2488.23,,165594.18,-0.00870674
198,-1.04863,2489.38,,165670.7136,-0.008703918
198.1,-1.0482,2490.68,,165757.2299,-0.008700349
198.2,-1.04778,2491.9,,165838.4221,-0.008696863
198.3,-1.04744,2493.15,,165921.6109,-0.008694041
198.4,-1.04701,2494.43,,166006.7961,-0.008690472
198.5,-1.04658,2495.62,,166085.9918,-0.008686902
198.6,-1.04615,2496.91,,166171.8426,-0.008683333
198.7,-1.04573,2498.18,,166256.3624,-0.008679847
198.8,-1.04539,2499.35,,166334.227,-0.008677025
198.9,-1.04496,2500.7,,166424.0709,-0.008673456
199,-1.04453,2501.92,,166505.2631,-0.008669887
199.1,-1.04419,2503.21,,166591.1139,-0.008667065
199.2,-1.04368,2504.44,,166672.9716,-0.008662832
199.3,-1.04334,2505.79,,166762.8154,-0.00866001
199.4,-1.04291,2506.99,,166842.6766,-0.00865644
199.5,-1.04248,2508.2,,166923.2033,-0.008652871
199.6,-1.04214,2509.54,,167012.3816,-0.008650049
199.7,-1.04171,2510.75,,167092.9083,-0.00864648
199.8,-1.04129,2511.92,,167170.773,-0.008642994
199.9,-1.04095,2513.24,,167258.6203,-0.008640172
200,-1.04043,2514.43,,167337.816,-0.008635856
200.1,-1.04009,2515.72,,167423.6668,-0.008633034
200.2,-1.03967,2516.95,,167505.5245,-0.008629547
200.3,-1.03932,2518.18,,167587.3822,-0.008626642
200.4,-1.0389,2519.44,,167671.2365,-0.008623156
200.5,-1.03847,2520.61,,167749.1012,-0.008619587
200.6,-1.03813,2521.93,,167836.9485,-0.008616765
200.7,-1.0377,2523.11,,167915.4786,-0.008613196
200.8,-1.03719,2524.38,,167999.9984,-0.008608963
200.9,-1.03693,2525.71,,168088.5112,-0.008606805
201,-1.03642,2526.92,,168169.0379,-0.008602572
201.1,-1.03599,2528.27,,168258.8818,-0.008599002
201.2,-1.03565,2529.47,,168338.743,-0.00859618
201.3,-1.03514,2530.68,,168419.2697,-0.008591947
201.4,-1.03488,2532.01,,168507.7825,-0.008589789
201.5,-1.03437,2533.25,,168590.3057,-0.008585556
201.6,-1.03403,2534.49,,168672.8289,-0.008582734
201.7,-1.0336,2535.84,,168762.6728,-0.008579165
201.8,-1.03318,2536.93,,168835.2134,-0.008575679
201.9,-1.03284,2538.32,,168927.7193,-0.008572857
202,-1.03241,2539.52,,169007.5804,-0.008569287
202.1,-1.03198,2540.67,,169084.1141,-0.008565718
202.2,-1.03164,2541.99,,169171.9614,-0.008562896
202.3,-1.03121,2543.17,,169250.4916,-0.008559327
202.4,-1.03079,2544.52,,169340.3354,-0.008555841
202.5,-1.03036,2545.74,,169421.5276,-0.008552272
202.6,-1.03002,2546.97,,169503.3854,-0.00854945
202.7,-1.02959,2548.28,,169590.5672,-0.008545881
202.8,-1.02916,2549.45,,169668.4318,-0.008542312
202.9,-1.02874,2550.78,,169756.9446,-0.008538825
203,-1.0284,2552.08,,169843.4609,-0.008536003
203.1,-1.02788,2553.24,,169920.6601,-0.008531687
203.2,-1.02754,2554.6,,170011.1694,-0.008528865
203.3,-1.02711,2555.82,,170092.3617,-0.008525296
203.4,-1.02669,2557.07,,170175.5504,-0.00852181
203.5,-1.02635,2558.33,,170259.4046,-0.008518988
203.6,-1.02583,2559.57,,170341.9279,-0.008514672
203.7,-1.02549,2560.83,,170425.7821,-0.00851185
203.8,-1.02515,2562.12,,170511.6329,-0.008509027
203.9,-1.02464,2563.27,,170588.1666,-0.008504794
204,-1.0243,2564.61,,170677.3449,-0.008501972
204.1,-1.02396,2565.71,,170750.551,-0.00849915
204.2,-1.02344,2567.05,,170839.7293,-0.008494834
204.3,-1.0231,2568.28,,170921.587,-0.008492012
204.4,-1.02268,2569.49,,171002.1137,-0.008488526
204.5,-1.02225,2570.84,,171091.9576,-0.008484957
204.6,-1.02182,2571.96,,171166.4947,-0.008481388
204.7,-1.02148,2573.21,,171249.6834,-0.008478565
204.8,-1.02105,2574.61,,171342.8548,-0.008474996
204.9,-1.02063,2575.83,,171424.047,-0.00847151
205,-1.0202,2577.08,,171507.2358,-0.008467941
205.1,-1.01986,2578.4,,171595.0831,-0.008465119
205.2,-1.01943,2579.54,,171670.9512,-0.00846155
205.3,-1.019,2580.94,,171764.1226,-0.008457981
205.4,-1.01858,2582.02,,171835.9977,-0.008454495
205.5,-1.01815,2583.43,,171929.8346,-0.008450926
205.6,-1.01781,2584.69,,172013.6889,-0.008448103
205.7,-1.01738,2585.82,,172088.8915,-0.008444534
205.8,-1.01704,2587.19,,172180.0663,-0.008441712
205.9,-1.01653,2588.35,,172257.2655,-0.008437479
206,-1.01619,2589.6,,172340.4542,-0.008434657
206.1,-1.01576,2590.9,,172426.9705,-0.008431088
206.2,-1.01533,2592.03,,172502.1731,-0.008427519
206.3,-1.01499,2593.35,,172590.0205,-0.008424697
206.4,-1.01456,2594.62,,172674.5402,-0.008421128
206.5,-1.01414,2595.79,,172752.4049,-0.008417641
206.6,-1.0138,2597.13,,172841.5832,-0.008414819
206.7,-1.01328,2598.22,,172914.1238,-0.008410503
206.8,-1.01286,2599.63,,173007.9607,-0.008407017
206.9,-1.01252,2600.81,,173086.4909,-0.008404195
207,-1.01209,2602.08,,173171.0106,-0.008400626
207.1,-1.01166,2603.48,,173264.182,-0.008397057
207.2,-1.01123,2604.7,,173345.3742,-0.008393488
207.3,-1.01081,2605.91,,173425.9009,-0.008390002
207.4,-1.01047,2607.24,,173514.4138,-0.008387179
207.5,-1.00995,2608.37,,173589.6164,-0.008382863
207.6,-1.00961,2609.76,,173682.1223,-0.008380041
207.7,-1.00919,2610.96,,173761.9835,-0.008376555
207.8,-1.00876,2612.13,,173839.8481,-0.008372986
207.9,-1.00842,2613.38,,173923.0369,-0.008370164
208,-1.0079,2614.59,,174003.5636,-0.008365848
208.1,-1.00756,2615.91,,174091.4109,-0.008363026
208.2,-1.00714,2617.1,,174170.6066,-0.00835954
208.3,-1.00679,2618.29,,174249.8023,-0.008356634
208.4,-1.00637,2619.64,,174339.6461,-0.008353148
208.5,-1.00594,2620.81,,174417.5108,-0.008349579
208.6,-1.00551,2622.05,,174500.034,-0.00834601
208.7,-1.00517,2623.37,,174587.8813,-0.008343188
208.8,-1.00466,2624.53,,174665.0805,-0.008338955
208.9,-1.00432,2625.92,,174757.5863,-0.008336133
209,-1.00389,2627.2,,174842.7716,-0.008332564
209.1,-1.00346,2628.34,,174918.6397,-0.008328995
209.2,-1.00304,2629.69,,175008.4836,-0.008325508
209.3,-1.00261,2630.83,,175084.3517,-0.008321939
209.4,-1.00227,2632.17,,175173.53,-0.008319117
209.5,-1.00184,2633.42,,175256.7188,-0.008315548
209.6,-1.00133,2634.64,,175337.911,-0.008311315
209.7,-1.00107,2635.97,,175426.4238,-0.008309157
209.8,-1.00056,2637.17,,175506.285,-0.008304924
209.9,-1.00014,2638.47,,175592.8013,-0.008301438
210,-0.99979,2639.7,,175674.659,-0.008298533
210.1,-0.99937,2640.85,,175751.1927,-0.008295046
210.2,-0.99903,2642.18,,175839.7055,-0.008292224
210.3,-0.9986,2643.44,,175923.5598,-0.008288655
210.4,-0.99817,2644.55,,175997.4314,-0.008285086
210.5,-0.99774,2645.97,,176091.9338,-0.008281517
210.6,-0.99732,2647.09,,176166.4709,-0.008278031
210.7,-0.99689,2648.41,,176254.3182,-0.008274462
210.8,-0.99655,2649.71,,176340.8345,-0.00827164
210.9,-0.99604,2650.87,,176418.0336,-0.008267406
211,-0.9957,2652.25,,176509.874,-0.008264584
211.1,-0.99527,2653.46,,176590.4007,-0.008261015
211.2,-0.99484,2654.72,,176674.255,-0.008257446
211.3,-0.99441,2656.05,,176762.7678,-0.008253877
211.4,-0.99399,2657.16,,176836.6394,-0.008250391
211.5,-0.99365,2658.55,,176929.1453,-0.008247569
211.6,-0.99322,2659.77,,177010.3375,-0.008244
211.7,-0.99279,2660.95,,177088.8677,-0.008240431
211.8,-0.99245,2662.31,,177179.377,-0.008237608
211.9,-0.99194,2663.45,,177255.2451,-0.008233375
212,-0.9916,2664.64,,177334.4408,-0.008230553
212.1,-0.99117,2665.94,,177420.9571,-0.008226984
212.2,-0.99066,2667.14,,177500.8183,-0.008222751
212.3,-0.9904,2668.45,,177588.0001,-0.008220593
212.4,-0.98997,2669.76,,177675.1819,-0.008217024
212.5,-0.98946,2670.85,,177747.7225,-0.008212791
212.6,-0.98912,2672.23,,177839.5629,-0.008209969
212.7,-0.98869,2673.54,,177926.7447,-0.008206399
212.8,-0.98827,2674.67,,178001.9473,-0.008202913
212.9,-0.98793,2676.08,,178095.7842,-0.008200091
213,-0.98741,2677.2,,178170.3213,-0.008195775
213.1,-0.98707,2678.55,,178260.1652,-0.008192953
213.2,-0.98665,2679.79,,178342.6884,-0.008189467
213.3,-0.98613,2680.97,,178421.2186,-0.008185151
213.4,-0.98579,2682.33,,178511.7279,-0.008182329
213.5,-0.98536,2683.55,,178592.9201,-0.00817876
213.6,-0.98502,2684.85,,178679.4364,-0.008175937
213.7,-0.9846,2686.04,,178758.6321,-0.008172451
213.8,-0.98417,2687.28,,178841.1553,-0.008168882
213.9,-0.98374,2688.53,,178924.3441,-0.008165313
214,-0.9834,2689.79,,179008.1983,-0.008162491
214.1,-0.98297,2690.96,,179086.063,-0.008158922
214.2,-0.98255,2692.31,,179175.9068,-0.008155436
214.3,-0.98212,2693.41,,179249.1129,-0.008151867
214.4,-0.98169,2694.77,,179339.6223,-0.008148298
214.5,-0.98135,2696.03,,179423.4765,-0.008145475
214.6,-0.98084,2697.17,,179499.3447,-0.008141242
214.7,-0.9805,2698.56,,179591.8505,-0.00813842
214.8,-0.98007,2699.74,,179670.3807,-0.008134851
214.9,-0.97964,2701,,179754.235,-0.008131282
215,-0.97922,2702.38,,179846.0753,-0.008127796
215.1,-0.97879,2703.52,,179921.9435,-0.008124227
215.2,-0.97836,2704.85,,180010.4563,-0.008120658
215.3,-0.97802,2706.19,,180099.6346,-0.008117836
215.4,-0.97751,2707.3,,180173.5062,-0.008113602
215.5,-0.97717,2708.66,,180264.0156,-0.00811078
215.6,-0.97674,2709.81,,180340.5492,-0.008107211
215.7,-0.97631,2711.1,,180426.4,-0.008103642
215.8,-0.97597,2712.34,,180508.9232,-0.00810082
215.9,-0.97546,2713.57,,180590.781,-0.008096587
216,-0.97512,2714.87,,180677.2973,-0.008093765
216.1,-0.97469,2716.05,,180755.8274,-0.008090196
216.2,-0.97427,2717.28,,180837.6852,-0.008086709
216.3,-0.97392,2718.48,,180917.5463,-0.008083804
216.4,-0.9735,2719.77,,181003.3971,-0.008080318
216.5,-0.97307,2721.01,,181085.9204,-0.008076749
216.6,-0.97264,2722.32,,181173.1022,-0.00807318
216.7,-0.97222,2723.41,,181245.6427,-0.008069694
216.8,-0.97187,2724.85,,181341.4762,-0.008066789
216.9,-0.97136,2726,,181418.0098,-0.008062556
217,-0.97102,2727.29,,181503.8606,-0.008059734
217.1,-0.97059,2728.61,,181591.7079,-0.008056164
217.2,-0.97017,2729.76,,181668.2416,-0.008052678
217.3,-0.96974,2731.12,,181758.7509,-0.008049109
217.4,-0.96931,2732.4,,181843.9362,-0.00804554
217.5,-0.96889,2733.57,,181921.8008,-0.008042054
217.6,-0.96854,2734.92,,182011.6447,-0.008039149
217.7,-0.96812,2736.13,,182092.1714,-0.008035663
217.8,-0.96769,2737.32,,182171.3671,-0.008032094
217.9,-0.96726,2738.62,,182257.8834,-0.008028525
218,-0.96684,2739.8,,182336.4135,-0.008025038
218.1,-0.9665,2741.07,,182420.9333,-0.008022216
218.2,-0.96607,2742.31,,182503.4565,-0.008018647
218.3,-0.96564,2743.55,,182585.9798,-0.008015078
218.4,-0.9653,2744.92,,182677.1546,-0.008012256
218.5,-0.96479,2746.07,,182753.6883,-0.008008023
218.6,-0.96436,2747.39,,182841.5356,-0.008004454
218.7,-0.96402,2748.6,,182922.0623,-0.008001632
218.8,-0.96359,2749.84,,183004.5855,-0.007998063
218.9,-0.96317,2751.21,,183095.7604,-0.007994576
219,-0.96274,2752.34,,183170.963,-0.007991007
219.1,-0.96231,2753.65,,183258.1448,-0.007987438
219.2,-0.96189,2755,,183347.9886,-0.007983952
219.3,-0.96146,2756.03,,183416.5362,-0.007980383
219.4,-0.96112,2757.44,,183510.3731,-0.007977561
219.5,-0.96069,2758.72,,183595.5583,-0.007973992
219.6,-0.96018,2759.8,,183667.4334,-0.007969759
219.7,-0.95984,2761.18,,183759.2738,-0.007966936
219.8,-0.95941,2762.42,,183841.797,-0.007963367
219.9,-0.95898,2763.54,,183916.3341,-0.007959798
220,-0.95864,2764.89,,184006.178,-0.007956976
220.1,-0.95821,2766.07,,184084.7082,-0.007953407
220.2,-0.95779,2767.36,,184170.5589,-0.007949921
220.3,-0.95736,2768.7,,184259.7373,-0.007946352
220.4,-0.95693,2769.77,,184330.9468,-0.007942783
220.5,-0.95659,2771.15,,184422.7872,-0.007939961
220.6,-0.95616,2772.4,,184505.9759,-0.007936391
220.7,-0.95565,2773.61,,184586.5026,-0.007932158
220.8,-0.95531,2774.99,,184678.343,-0.007929336
220.9,-0.95488,2776.14,,184754.8767,-0.007925767
221,-0.95446,2777.47,,184843.3895,-0.007922281
221.1,-0.95403,2778.77,,184929.9058,-0.007918712
221.2,-0.9536,2779.85,,185001.7809,-0.007915143
221.3,-0.95318,2781.26,,185095.6178,-0.007911657
221.4,-0.95283,2782.5,,185178.141,-0.007908752
221.5,-0.95232,2783.68,,185256.6712,-0.007904518
221.6,-0.95207,2785,,185344.5185,-0.007902443
221.7,-0.95155,2786.19,,185423.7142,-0.007898127
221.8,-0.95113,2787.46,,185508.2339,-0.007894641
221.9,-0.95079,2788.71,,185591.4227,-0.007891819
222,-0.95036,2789.9,,185670.6183,-0.00788825
222.1,-0.94993,2791.19,,185756.4691,-0.007884681
222.2,-0.94951,2792.44,,185839.6579,-0.007881195
222.3,-0.94908,2793.64,,185919.5191,-0.007877626
222.4,-0.94874,2794.95,,186006.7009,-0.007874803
222.5,-0.94822,2796.13,,186085.231,-0.007870487
222.6,-0.9478,2797.44,,186172.4128,-0.007867001
222.7,-0.94746,2798.69,,186255.6016,-0.007864179
222.8,-0.94703,2799.94,,186338.7903,-0.00786061
222.9,-0.9466,2801.29,,186428.6342,-0.007857041
223,-0.94618,2802.41,,186503.1713,-0.007853555
223.1,-0.94575,2803.74,,186591.6841,-0.007849986
223.2,-0.94541,2805.1,,186682.1935,-0.007847164
223.3,-0.94489,2806.23,,186757.3961,-0.007842847
223.4,-0.94447,2807.55,,186845.2434,-0.007839361
223.5,-0.94413,2808.81,,186929.0976,-0.007836539
223.6,-0.9437,2809.99,,187007.6278,-0.00783297
223.7,-0.94327,2811.32,,187096.1406,-0.007829401
223.8,-0.94285,2812.57,,187179.3294,-0.007825915
223.9,-0.94242,2813.73,,187256.5285,-0.007822346
224,-0.94208,2814.96,,187338.3863,-0.007819524
224.1,-0.94165,2816.2,,187420.9095,-0.007815954
224.2,-0.94122,2817.39,,187500.1052,-0.007812385
224.3,-0.9408,2818.73,,187589.2835,-0.007808899
224.4,-0.94037,2819.86,,187664.4861,-0.00780533
224.5,-0.93994,2821.19,,187752.9989,-0.007801761
224.6,-0.93952,2822.49,,187839.5152,-0.007798275
224.7,-0.93909,2823.62,,187914.7179,-0.007794706
224.8,-0.93866,2824.97,,188004.5617,-0.007791137
224.9,-0.93832,2826.29,,188092.409,-0.007788315
225,-0.93781,2827.46,,188170.2737,-0.007784081
225.1,-0.93747,2828.78,,188258.121,-0.007781259
225.2,-0.93704,2830.07,,188343.9718,-0.00777769
225.3,-0.93653,2831.25,,188422.5019,-0.007773457
225.4,-0.93619,2832.57,,188510.3493,-0.007770635
225.5,-0.93576,2833.71,,188586.2174,-0.007767066
225.6,-0.93533,2835.04,,188674.7302,-0.007763497
225.7,-0.93491,2836.32,,188759.9155,-0.007760011
225.8,-0.93448,2837.47,,188836.4491,-0.007756442
225.9,-0.93405,2838.79,,188924.2964,-0.007752872
226,-0.93371,2840.05,,189008.1507,-0.00775005
226.1,-0.9332,2841.14,,189080.6913,-0.007745817
226.2,-0.93286,2842.55,,189174.5282,-0.007742995
226.3,-0.93243,2843.71,,189251.7273,-0.007739426
226.4,-0.932,2844.99,,189336.9126,-0.007735857
226.5,-0.93158,2846.36,,189428.0875,-0.007732371
226.6,-0.93115,2847.52,,189505.2866,-0.007728802
226.7,-0.93072,2848.78,,189589.1409,-0.007725232
226.8,-0.93029,2850.08,,189675.6572,-0.007721663
226.9,-0.92987,2851.26,,189754.1873,-0.007718177
227,-0.92944,2852.61,,189844.0312,-0.007714608
227.1,-0.92901,2853.86,,189927.2199,-0.007711039
227.2,-0.92859,2855.05,,190006.4156,-0.007707553
227.3,-0.92825,2856.35,,190092.9319,-0.007704731
227.4,-0.92782,2857.58,,190174.7896,-0.007701162
227.5,-0.92731,2858.92,,190263.968,-0.007696929
227.6,-0.92696,2860.08,,190341.1671,-0.007694023
227.7,-0.92645,2861.26,,190419.6973,-0.00768979
227.8,-0.92611,2862.52,,190503.5515,-0.007686968
227.9,-0.92568,2863.82,,190590.0678,-0.007683399
228,-0.92526,2864.95,,190665.2704,-0.007679913
228.1,-0.92492,2866.3,,190755.1143,-0.007677091
228.2,-0.92449,2867.49,,190834.31,-0.007673522
228.3,-0.92398,2868.8,,190921.4918,-0.007669289
228.4,-0.92364,2870.11,,191008.6736,-0.007666467
228.5,-0.92321,2871.29,,191087.2037,-0.007662897
228.6,-0.92278,2872.58,,191173.0545,-0.007659328
228.7,-0.92235,2873.92,,191262.2329,-0.007655759
228.8,-0.92184,2875.04,,191336.77,-0.007651526
228.9,-0.9215,2876.39,,191426.6138,-0.007648704
229,-0.92107,2877.65,,191510.4681,-0.007645135
229.1,-0.92065,2878.9,,191593.6568,-0.007641649
229.2,-0.92022,2880.18,,191678.8421,-0.00763808
229.3,-0.91979,2881.35,,191756.7067,-0.00763451
229.4,-0.91937,2882.59,,191839.23,-0.007631024
229.5,-0.91902,2883.93,,191928.4083,-0.007628119
229.6,-0.9186,2885.13,,192008.2695,-0.007624633
229.7,-0.91817,2886.36,,192090.1272,-0.007621064
229.8,-0.91774,2887.64,,192175.3125,-0.007617495
229.9,-0.91732,2888.76,,192249.8496,-0.007614009
230,-0.91689,2890.07,,192337.0314,-0.00761044
230.1,-0.91646,2891.33,,192420.8857,-0.007606871
230.2,-0.91604,2892.47,,192496.7538,-0.007603384
230.3,-0.91569,2893.89,,192591.2562,-0.007600479
230.4,-0.91527,2895.06,,192669.1209,-0.007596993
230.5,-0.91484,2896.32,,192752.9751,-0.007593424
230.6,-0.91441,2897.68,,192843.4845,-0.007589855
230.7,-0.9139,2898.88,,192923.3457,-0.007585622
230.8,-0.91356,2900.2,,193011.193,-0.0075828
230.9,-0.91313,2901.52,,193099.0403,-0.007579231
231,-0.91271,2902.68,,193176.2395,-0.007575745
231.1,-0.91228,2903.99,,193263.4213,-0.007572175
231.2,-0.91185,2905.18,,193342.6169,-0.007568606
231.3,-0.91143,2906.42,,193425.1402,-0.00756512
231.4,-0.911,2907.8,,193516.9805,-0.007561551
231.5,-0.91057,2908.74,,193579.5385,-0.007557982
231.6,-0.91023,2910.16,,193674.0409,-0.00755516
231.7,-0.9098,2911.44,,193759.2262,-0.007551591
231.8,-0.90938,2912.61,,193837.0908,-0.007548105
231.9,-0.90904,2913.85,,193919.6141,-0.007545282
232,-0.90852,2915.05,,193999.4752,-0.007540966
232.1,-0.9081,2916.33,,194084.6605,-0.00753748
232.2,-0.90775,2917.61,,194169.8458,-0.007534575
232.3,-0.90733,2918.83,,194251.038,-0.007531089
232.4,-0.9069,2920.11,,194336.2233,-0.00752752
232.5,-0.90647,2921.41,,194422.7396,-0.007523951
232.6,-0.90596,2922.55,,194498.6077,-0.007519718
232.7,-0.90562,2923.96,,194592.4446,-0.007516896
232.8,-0.90519,2925.11,,194668.9782,-0.007513326
232.9,-0.90477,2926.46,,194758.8221,-0.00750984
233,-0.90434,2927.74,,194844.0074,-0.007506271
233.1,-0.90383,2928.94,,194923.8686,-0.007502038
233.2,-0.90349,2930.19,,195007.0573,-0.007499216
233.3,-0.90306,2931.49,,195093.5736,-0.007495647
233.4,-0.90255,2932.65,,195170.7727,-0.007491414
233.5,-0.9022,2933.98,,195259.2856,-0.007488509
233.6,-0.90178,2935.19,,195339.8123,-0.007485022
233.7,-0.90135,2936.41,,195421.0045,-0.007481453
233.8,-0.90101,2937.67,,195504.8587,-0.007478631
233.9,-0.9005,2938.86,,195584.0544,-0.007474398
234,-0.90016,2940.13,,195668.5742,-0.007471576
234.1,-0.89973,2941.55,,195763.0766,-0.007468007
234.2,-0.89922,2942.59,,195832.2896,-0.007463774
234.3,-0.89887,2944.01,,195926.792,-0.007460869
234.4,-0.89845,2945.16,,196003.3257,-0.007457383
234.5,-0.89794,2946.4,,196085.8489,-0.007453149
234.6,-0.89759,2947.81,,196179.6858,-0.007450244
234.7,-0.89717,2948.94,,196254.8884,-0.007446758
234.8,-0.89674,2950.24,,196341.4047,-0.007443189
234.9,-0.89631,2951.58,,196430.5831,-0.00743962
235,-0.89589,2952.66,,196502.4581,-0.007436134
235.1,-0.89546,2954.02,,196592.9675,-0.007432565
235.2,-0.89503,2955.28,,196676.8217,-0.007428996
235.3,-0.89461,2956.51,,196758.6795,-0.00742551
235.4,-0.89426,2957.75,,196841.2027,-0.007422604
235.5,-0.89384,2958.93,,196919.7329,-0.007419118
235.6,-0.89333,2960.14,,197000.2596,-0.007414885
235.7,-0.89298,2961.56,,197094.762,-0.00741198
235.8,-0.89256,2962.64,,197166.6371,-0.007408494
235.9,-0.89213,2963.95,,197253.8189,-0.007404925
236,-0.8917,2965.28,,197342.3317,-0.007401356
236.1,-0.89128,2966.37,,197414.8723,-0.00739787
236.2,-0.89085,2967.82,,197511.3712,-0.0073943
236.3,-0.89042,2969,,197589.9014,-0.007390731
236.4,-0.88991,2970.22,,197671.0936,-0.007386498
236.5,-0.88957,2971.62,,197764.265,-0.007383676
236.6,-0.88914,2972.66,,197833.478,-0.007380107
236.7,-0.88871,2974.02,,197923.9874,-0.007376538
236.8,-0.88829,2975.37,,198013.8312,-0.007373052
236.9,-0.88786,2976.51,,198089.6993,-0.007369483
237,-0.88743,2977.83,,198177.5467,-0.007365914
237.1,-0.88709,2979.15,,198265.394,-0.007363091
237.2,-0.88658,2980.2,,198335.2725,-0.007358858
237.3,-0.88615,2981.58,,198427.1129,-0.007355289
237.4,-0.88581,2982.82,,198509.6361,-0.007352467
237.5,-0.8853,2983.93,,198583.5077,-0.007348234
237.6,-0.88496,2985.27,,198672.6861,-0.007345412
237.7,-0.88453,2986.47,,198752.5472,-0.007341843
237.8,-0.8841,2987.68,,198833.0739,-0.007338274
237.9,-0.88368,2989.05,,198924.2488,-0.007334788
238,-0.88317,2990.2,,199000.7825,-0.007330554
238.1,-0.88282,2991.48,,199085.9677,-0.007327649
238.2,-0.8824,2992.79,,199173.1495,-0.007324163
238.3,-0.88188,2993.99,,199253.0107,-0.007319847
238.4,-0.88163,2995.3,,199340.1925,-0.007317772
238.5,-0.88112,2996.57,,199424.7123,-0.007313539
238.6,-0.88069,2997.82,,199507.901,-0.00730997
238.7,-0.88035,2999.17,,199597.7449,-0.007307148
238.8,-0.87984,3000.33,,199674.944,-0.007302914
238.9,-0.87941,3001.65,,199762.7913,-0.007299345
239,-0.87898,3002.92,,199847.3111,-0.007295776
239.1,-0.87855,3004.01,,199919.8517,-0.007292207
239.2,-0.87821,3005.39,,200011.6921,-0.007289385
239.3,-0.87779,3006.51,,200086.2292,-0.007285899
239.4,-0.87736,3007.77,,200170.0834,-0.00728233
239.5,-0.87693,3009.11,,200259.2618,-0.007278761
239.6,-0.87651,3010.29,,200337.7919,-0.007275275
239.7,-0.87608,3011.44,,200414.3256,-0.007271705
239.8,-0.87574,3012.79,,200504.1694,-0.007268883
239.9,-0.87522,3014,,200584.6961,-0.007264567
240,-0.8748,3015.26,,200668.5504,-0.007261081
240.1,-0.87437,3016.55,,200754.4011,-0.007257512
240.2,-0.87386,3017.75,,200834.2623,-0.007253279
240.3,-0.87352,3019.16,,200928.0992,-0.007250457
240.4,-0.87309,3020.26,,201001.3053,-0.007246888
240.5,-0.87258,3021.63,,201092.4802,-0.007242654
240.6,-0.87224,3022.83,,201172.3414,-0.007239832
240.7,-0.87181,3024.1,,201256.8612,-0.007236263
240.8,-0.87138,3025.4,,201343.3774,-0.007232694
240.9,-0.87096,3026.63,,201425.2352,-0.007229208
241,-0.87044,3027.83,,201505.0964,-0.007224892
241.1,-0.8701,3029.17,,201594.2747,-0.00722207
241.2,-0.86968,3030.36,,201673.4704,-0.007218584
241.3,-0.86916,3031.56,,201753.3316,-0.007214268
241.4,-0.86882,3032.9,,201842.5099,-0.007211445
241.5,-0.86839,3034.01,,201916.3815,-0.007207876
241.6,-0.86797,3035.25,,201998.9047,-0.00720439
241.7,-0.86754,3036.63,,202090.7451,-0.007200821
241.8,-0.86711,3037.76,,202165.9477,-0.007197252
241.9,-0.86669,3039.2,,202261.7812,-0.007193766
242,-0.86626,3040.37,,202339.6458,-0.007190197
242.1,-0.86583,3041.59,,202420.838,-0.007186628
242.2,-0.86549,3042.93,,202510.0164,-0.007183805
242.3,-0.86498,3044.11,,202588.5465,-0.007179572
242.4,-0.86455,3045.41,,202675.0628,-0.007176003
242.5,-0.86413,3046.71,,202761.5791,-0.007172517
242.6,-0.8637,3047.94,,202843.4369,-0.007168948
242.7,-0.86327,3049.24,,202929.9531,-0.007165379
242.8,-0.86284,3050.39,,203006.4868,-0.00716181
242.9,-0.86233,3051.59,,203086.348,-0.007157577
